DATE,DEUPROINDMISMEI
1999-10-01,77.093575535372
1999-11-01,76.993583868011
1999-12-01,77.093575535372
2000-01-01,76.4936255312057
2000-02-01,78.3934672110657
2000-03-01,78.4934588784268
2000-04-01,79.4933755520373
2000-05-01,81.3932172318974
2000-06-01,79.5933672193984
2000-07-01,80.8932588950921
2000-08-01,81.6931922339805
2000-09-01,81.7931839013415
2000-10-01,81.4932088992584
2000-11-01,82.1931505707858
2000-12-01,82.693108907591
2001-01-01,82.4931255728689
2001-02-01,83.3930505791184
2001-03-01,81.9931672360636
2001-04-01,80.5932838930089
2001-05-01,81.4932088992584
2001-06-01,81.8931755687026
2001-07-01,79.3933838846763
2001-08-01,81.5932005666194
2001-09-01,80.4932922256479
2001-10-01,79.0934088825931
2001-11-01,78.0934922089826
2001-12-01,78.5934505457878
2002-01-01,78.9934172152321
2002-02-01,79.1934005499542
2002-03-01,79.3933838846763
2002-04-01,79.4933755520373
2002-05-01,78.6934422131489
2002-06-01,80.8932588950921
2002-07-01,79.3933838846763
2002-08-01,81.2932255645363
2002-09-01,80.1933172235647
2002-10-01,79.5933672193984
2002-11-01,80.9932505624531
2002-12-01,79.5933672193984
2003-01-01,80.1933172235647
2003-02-01,80.1933172235647
2003-03-01,79.9933338888426
2003-04-01,79.7933505541205
2003-05-01,79.0934088825931
2003-06-01,78.6934422131489
2003-07-01,80.5932838930089
2003-08-01,78.5934505457878
2003-09-01,78.3934672110657
2003-10-01,80.793267227731
2003-11-01,81.5932005666194
2003-12-01,81.9931672360636
2004-01-01,81.2932255645363
2004-02-01,81.6931922339805
2004-03-01,81.1932338971752
2004-04-01,82.3931339055079
2004-05-01,83.2930589117574
2004-06-01,82.693108907591
2004-07-01,83.6930255812016
2004-08-01,82.8930922423131
2004-09-01,82.693108907591
2004-10-01,83.6930255812016
2004-11-01,82.2931422381468
2004-12-01,81.8931755687026
2005-01-01,84.3929672527289
2005-02-01,83.0930755770352
2005-03-01,84.1929839180068
2005-04-01,84.7929339221731
2005-05-01,83.6930255812016
2005-06-01,85.4928755937005
2005-07-01,86.7927672693942
2005-08-01,84.2929755853679
2005-09-01,86.6927756020332
2005-10-01,88.3926339471711
2005-11-01,87.3927172735605
2005-12-01,87.1927339388384
2006-01-01,87.6926922756437
2006-02-01,88.192650612449
2006-03-01,87.3927172735605
2006-04-01,89.3925506207816
2006-05-01,90.6924422964753
2006-06-01,90.19248395967
2006-07-01,91.7923506374469
2006-08-01,92.3923006416132
2006-09-01,92.2923089742521
2006-10-01,92.09232563953
2006-11-01,93.6921923173069
2006-12-01,94.5921173235564
2007-01-01,95.0920756603616
2007-02-01,95.4920423298058
2007-03-01,95.9920006666111
2007-04-01,95.0920756603616
2007-05-01,96.7919340054995
2007-06-01,96.6919423381385
2007-07-01,97.3918840096659
2007-08-01,97.691859011749
2007-09-01,98.6917756853596
2007-10-01,98.7917673527206
2007-11-01,98.5917840179985
2007-12-01,99.591700691609
2008-01-01,101.091575702025
2008-02-01,100.791600699942
2008-03-01,100.091659028414
2008-04-01,100.291642363136
2008-05-01,98.2918090159153
2008-06-01,99.3917173568869
2008-07-01,97.691859011749
2008-08-01,99.6916923589701
2008-09-01,97.3918840096659
2008-10-01,95.2920589950837
2008-11-01,91.0924089659195
2008-12-01,87.6926922756437
2009-01-01,80.69327556037
2009-02-01,78.1934838763436
2009-03-01,78.4934588784268
2009-04-01,76.1936505291226
2009-05-01,79.6933588867594
2009-06-01,80.2933088909258
2009-07-01,79.4933755520373
2009-08-01,80.4932922256479
2009-09-01,84.0929922506458
2009-10-01,82.2931422381468
2009-11-01,83.2930589117574
2009-12-01,83.2930589117574
2010-01-01,84.0929922506458
2010-02-01,83.2930589117574
2010-03-01,86.0928255978668
2010-04-01,87.6926922756437
2010-05-01,90.3924672943921
2010-06-01,90.092492292309
2010-07-01,89.4925422881426
2010-08-01,90.9924172985584
2010-09-01,92.3923006416132
2010-10-01,94.3921339888343
2010-11-01,93.892175652029
2010-12-01,95.3920506624448
2011-01-01,95.1920673277227
2011-02-01,96.2919756686943
2011-03-01,96.8919256728606
2011-04-01,97.4918756770269
2011-05-01,98.6917756853596
2011-06-01,97.0919090075827
2011-07-01,100.091659028414
2011-08-01,99.2917256895259
2011-09-01,97.7918506791101
2011-10-01,98.8917590200817
2011-11-01,98.1918173485543
2011-12-01,96.7919340054995
2012-01-01,97.2918923423048
2012-02-01,97.1919006749438
2012-03-01,98.3918006832764
2012-04-01,96.5919506707774
2012-05-01,98.4917923506374
2012-06-01,97.2918923423048
2012-07-01,98.3918006832764
2012-08-01,98.3918006832764
2012-09-01,97.0919090075827
2012-10-01,95.792017331889
2012-11-01,95.0920756603616
2012-12-01,95.89200899925
2013-01-01,94.6921089909174
2013-02-01,95.4920423298058
2013-03-01,96.7919340054995
2013-04-01,97.0919090075827
2013-05-01,96.4919590034164
2013-06-01,98.1918173485543
2013-07-01,96.4919590034164
2013-08-01,98.6917756853596
2013-09-01,98.1918173485543
2013-10-01,97.4918756770269
2013-11-01,99.6916923589701
2013-12-01,99.7916840263311
2014-01-01,99.2917256895259
2014-02-01,99.3917173568869
2014-03-01,99.7916840263311
2014-04-01,99.3917173568869
2014-05-01,98.6917756853596
2014-06-01,98.7917673527206
2014-07-01,100.891592367303
2014-08-01,96.6919423381385
2014-09-01,99.0917423548038
2014-10-01,99.2917256895259
2014-11-01,99.3917173568869
2014-12-01,101.091575702025
2015-01-01,98.8917590200817
2015-02-01,99.3917173568869
2015-03-01,99.3917173568869
2015-04-01,99.9916673610532
2015-05-01,100.091659028414
2015-06-01,99.9916673610532
2015-07-01,101.391550704108
2015-08-01,98.6917756853596
2015-09-01,99.2917256895259
2015-10-01,100.191650695775
2015-11-01,99.2917256895259
2015-12-01,100.091659028414
2016-01-01,101.991500708274
2016-02-01,101.691525706191
2016-03-01,100.491625697859
2016-04-01,101.191567369386
2016-05-01,99.2917256895259
2016-06-01,101.491542371469
2016-07-01,99.9916673610532
2016-08-01,101.59153403883
2016-09-01,101.491542371469
2016-10-01,102.191484042996
2016-11-01,101.891509040913
2016-12-01,100.291642363136
2017-01-01,101.791517373552
2017-02-01,102.791434047163
2017-03-01,102.291475710357
2017-04-01,103.591367386051
2017-05-01,103.991334055495
2017-06-01,103.891342388134
2017-07-01,104.691275727023
2017-08-01,106.791100741605
